#################################################
# List of available commands
# Add commands from your own extensions here as
#################################################

Next Error|View.NextError
#Tfs Check Out Silent|File.TfsCheckOutSilent
#Tfs Get Specific Version|File.TfsGetSpecificVersion
#Tfs Compare|File.TfsCompare
#Tfs Open From Source Control|File.TfsOpenFromSourceControl
#Tfs Add Project From Source Control|File.TfsAddProjectFromSourceControl
#Tfs Undo Checkout|File.TfsUndoCheckout
#Tfs Context Undo Checkout|ClassViewContextMenus.ClassViewProject.SourceControl.TfsContextUndoCheckout
#Tfs Context Compare|ClassViewContextMenus.ClassViewItem.TfsContextCompare
#Tfs Context Get Latest Version|ClassViewContextMenus.ClassViewProject.TfsContextGetLatestVersion
#Tfs Context Get Specific Version|ClassViewContextMenus.ClassViewProject.SourceControl.TfsContextGetSpecificVersion
#Tfs Context View Pending Changes|ClassViewContextMenus.ClassViewProject.TfsContextViewPendingChanges
#Tfs Context Check In|TfsContextCheckIn
#Tfs Options|TfsOptions
#Tfs Advanced|TfsAdvanced
#Tfs Get All Files In Solution|File.TfsGetAllFilesInSolution
#Tfs Add Solution To Source Control|File.TfsAddSolutionToSourceControl
#Tfs Add Selected Projects To Source Control|File.TfsAddSelectedProjectsToSourceControl
#Tfs Add Files To Source Control|File.TfsAddFilesToSourceControl
#Tfs Change Source Control|File.TfsChangeSourceControl
#Tfs Get Latest Version Dynamic Silent|TfsGetLatestVersionDynamicSilent
#Tfs Checkout Dynamic Silent|TfsCheckoutDynamicSilent
#Tfs Check In Dynamic Silent|TfsCheckInDynamicSilent
#Build Style|OtherContextMenus.CSSSource.BuildStyle
#Goto Definition|OtherContextMenus.CSSDocOutline.GotoDefinition
Queue New Build|Build.QueueNewBuild
New Build Definition|Build.NewBuildDefinition
Edit Build Quality|TeamFoundationContextMenus.BuildExplorer.EditBuildQuality
#Manage Build Qualities|Build.ManageBuildQualities
#Manage Build Controllers|Build.ManageBuildControllers
#Retain Indefinitely|TeamFoundationContextMenus.BuildExplorer.RetainIndefinitely
View Builds|Build.ViewBuilds
Edit Build Definition|TeamFoundationContextMenus.TeamExplorerBuildDefinition.EditBuildDefinition
#Postpone|TeamFoundationContextMenus.BuildQueueExplorer.Postpone
Open Drop Folder|TeamFoundationContextMenus.BuildExplorer.OpenDropFolder
#Reconcile Workspace|TeamFoundationContextMenus.BuildExplorer.ReconcileWorkspace
#Security|TeamFoundationContextMenus.TeamExplorerBuilds.Security
#Open Process File Location|TeamFoundationContextMenus.TeamExplorerBuildDefinition.OpenProcessFileLocation
#Unshelve Changes|TeamFoundationContextMenus.BuildExplorer.UnshelveChanges
#View Changeset|TeamFoundationContextMenus.BuildExplorer.ViewChangeset
#View Shelveset|TeamFoundationContextMenus.BuildQueueExplorer.ViewShelveset
#Start Now|TeamFoundationContextMenus.BuildQueueExplorer.StartNow
#Add To Favorites|TeamFoundationContextMenus.TeamExplorerBuildsPageBuildDefinition.AddToFavorites
#Retry Build|TeamFoundationContextMenus.BuildExplorer.RetryBuild
#View Controller Queue|Build.ViewControllerQueue
#Go To Builds|TeamFoundationContextMenus.Commands.GoToBuilds
#Go To Documents|TeamFoundationContextMenus.Commands.GoToDocuments
#New Document Library|Team.NewDocumentLibrary
#Upload Document|Team.UploadDocument
#Go To Reports|TeamFoundationContextMenus.Commands.GoToReports
#Tfs Team Explorer|View.TfsTeamExplorer
#Go To Home|TeamFoundationContextMenus.Commands.GoToHome
#Go To Settings|TeamFoundationContextMenus.Commands.GoToSettings
#Go To Web Access|TeamFoundationContextMenus.Commands.GoToWebAccess
#Go To Connect|TeamFoundationContextMenus.Commands.GoToConnect
#Team Explorer Navigate Backward|TeamFoundationContextMenus.Commands.TeamExplorerNavigateBackward
#Team Explorer Navigate Forward|TeamFoundationContextMenus.Commands.TeamExplorerNavigateForward
#Go To Team Explorer Navigation|TeamFoundationContextMenus.Commands.GoToTeamExplorerNavigation
#Go To Team Explorer Page Content|TeamFoundationContextMenus.Commands.GoToTeamExplorerPageContent
#Go To Team Explorer Previous Section Content|TeamFoundationContextMenus.Commands.GoToTeamExplorerPreviousSectionContent
#Go To Team Explorer Next Section Content|TeamFoundationContextMenus.Commands.GoToTeamExplorerNextSectionContent
#Go To Team Explorer Section1 Content|TeamFoundationContextMenus.Commands.GoToTeamExplorerSection1Content
#Go To Team Explorer Section2 Content|TeamFoundationContextMenus.Commands.GoToTeamExplorerSection2Content
#Go To Team Explorer Section3 Content|TeamFoundationContextMenus.Commands.GoToTeamExplorerSection3Content
#Go To Team Explorer Section4 Content|TeamFoundationContextMenus.Commands.GoToTeamExplorerSection4Content
#Go To Team Explorer Section5 Content|TeamFoundationContextMenus.Commands.GoToTeamExplorerSection5Content
#Go To Team Explorer Section6 Content|TeamFoundationContextMenus.Commands.GoToTeamExplorerSection6Content
#Go To Team Explorer Section7 Content|TeamFoundationContextMenus.Commands.GoToTeamExplorerSection7Content
#Go To Team Explorer Section8 Content|TeamFoundationContextMenus.Commands.GoToTeamExplorerSection8Content
#Go To Team Explorer Section9 Content|TeamFoundationContextMenus.Commands.GoToTeamExplorerSection9Content
New Work Item Bug|Team.NewWorkItemBug
New Work Item Task|Team.NewWorkItemTask
New Work Item Requirement|Team.NewWorkItemRequirement
Refresh Work Item|Edit.RefreshWorkItem
#Goto Previous Work Item|Team.GotoPreviousWorkItem
#Goto Next Work Item|Team.GotoNextWorkItem
#Goto Previous Modified Work Item|Team.GotoPreviousModifiedWorkItem
#Goto Next Modified Work Item|Team.GotoNextModifiedWorkItem
#Stop Refresh|Team.StopRefresh
#Addto My Favorites|TeamFoundationContextMenus.QueriesSection.AddtoMyFavorites
#Addto Team Favorites|TeamFoundationContextMenus.QueriesSection.AddtoTeamFavorites
#Removefrom Favorites|TeamFoundationContextMenus.QueriesSection.RemovefromFavorites
#Edit Query|Edit.EditQuery
#Openin Microsoft Excel|View.OpeninMicrosoftExcel
#Openin Microsoft Excel Flat|View.OpeninMicrosoftExcelFlat
#Openin Microsoft Excel Tree|View.OpeninMicrosoftExcelTree
#Openin Microsoft Project|View.OpeninMicrosoftProject
Send to Microsoft Outlook|View.SendtoMicrosoftOutlook
#Create Reportin Microsoft Excel|View.CreateReportinMicrosoftExcel
#Open Selectionin Microsoft Project|View.OpenSelectioninMicrosoftProject
#Send Selectionto Microsoft Outlook|View.SendSelectiontoMicrosoftOutlook
#Open Work Itemin Microsoft Excel|View.OpenWorkIteminMicrosoftExcel
#Open Work Itemin Microsoft Project|View.OpenWorkIteminMicrosoftProject
#Column Options|Team.ColumnOptions
#Goto Work Item|Team.GotoWorkItem
#Create Copyof Work Item|Edit.CreateCopyofWorkItem
#New Linked Work Item|Team.NewLinkedWorkItem
#Linkto An Existing Item|TeamFoundationContextMenus.ResultsList.LinktoAnExistingItem
#Go To Work Items|TeamFoundationContextMenus.Commands.GoToWorkItems
#Print Selection Details|File.PrintSelectionDetails
#Print Selectionas List|TeamFoundationContextMenus.ResultsList.PrintSelectionasList
#Collapse A L L|View.CollapseALL
#Outdent|Edit.Outdent
#Indent|Edit.Indent
#View As Query|Team.ViewAsQuery
#Add Attachment|Team.AddAttachment
#Save As Local Copy|Team.SaveAsLocalCopy
#Open Linked Item|Team.OpenLinkedItem
#Linkto|Team.Linkto
#Edit Link|Team.EditLink
#Delete Link|Team.DeleteLink
#Restore Panes|Window.RestorePanes
#Maximize Results Pane|Window.MaximizeResultsPane
#Maximize Work Item Preview Pane|Window.MaximizeWorkItemPreviewPane
#Maximize Query Builder Pane|Window.MaximizeQueryBuilderPane
#Split Window Horizontally|Window.SplitWindowHorizontally
#Split Window Vertically|Window.SplitWindowVertically
#Toggle|Window.Toggle
#Track Work Item|TeamFoundationContextMenus.WorkItem.TrackWorkItem
#New Work Itemswith Microsoft Excel|Team.NewWorkItemswithMicrosoftExcel
#New Work Itemswith Microsoft Project|Team.NewWorkItemswithMicrosoftProject
#Launch Project|Debug.DiagnosticsHub.JavaScriptMemory.LaunchProject
#Launch App|Debug.DiagnosticsHub.JavaScriptMemory.LaunchApp
#Attach App|Debug.DiagnosticsHub.JavaScriptMemory.AttachApp
#Pause Collection|DiagnosticsHub.Session.PauseCollection
#Resume Collection|DiagnosticsHub.Session.ResumeCollection
#Showinrootsview|OtherContextMenus.GridContextMenu.Showinrootsview
#Java Script Console|Debug.JavaScriptConsole
#D O M Explorer|Debug.DOMExplorer
#Console Toggle Filter|Debug.ConsoleToggleFilter
#Dom Explorer Switch Tab|Debug.DomExplorerSwitchTab
#Refresh Project Toolbox Items|Project.RefreshProjectToolboxItems
#G P U Threads|Debug.GPUThreads
#None|DebuggerContextMenus.GPUThreadsWindowShortcutMenu.GroupBy.None
#Parallel Tasks|Debug.ParallelTasks
#Parallel Stacks|Debug.ParallelStacks
#Parent Child View|OtherContextMenus.ParallelTasksWindowShortcutMenu.ParentChildView
#Freeze All Threads But This One|OtherContextMenus.ParallelTasksWindowShortcutMenu.FreezeAllThreadsButThisOne
#Unflag All Assigned Threads|OtherContextMenus.ParallelTasksWindowShortcutMenu.UnflagAllAssignedThreads
#Switch View To Frame|DebuggerContextMenus.StacksWindowShortcutMenu.SwitchViewToFrame
#Edit Watch|OtherContextMenus.ParallelWatchWindowShortcutMenu.EditWatch
#Copy Watch Column|OtherContextMenus.ParallelWatchWindowShortcutMenu.CopyWatchColumn
#Clear All Watches|OtherContextMenus.ParallelWatchWindowShortcutMenu.ClearAllWatches
#Copy Row|OtherContextMenus.ParallelWatchWindowShortcutMenu.CopyRow
#Auto|OtherContextMenus.ParallelWatchWindowShortcutMenu.ConfigureColumn.Auto
#[ Machine]|OtherContextMenus.ParallelWatchWindowShortcutMenu.ConfigureColumn.[Machine]
#[ Process]|OtherContextMenus.ParallelWatchWindowShortcutMenu.ConfigureColumn.[Process]
#[ M P I Rank]|OtherContextMenus.ParallelWatchWindowShortcutMenu.ConfigureColumn.[MPIRank]
#[ Tile]|OtherContextMenus.ParallelWatchWindowShortcutMenu.ConfigureColumn.[Tile]
#[ Thread]|OtherContextMenus.ParallelWatchWindowShortcutMenu.ConfigureColumn.[Thread]
#[ Task]|OtherContextMenus.ParallelWatchWindowShortcutMenu.ConfigureColumn.[Task]
#[ Recursion Depth]|OtherContextMenus.ParallelWatchWindowShortcutMenu.ConfigureColumn.[RecursionDepth]
#Reset|OtherContextMenus.PropertyBrowser.Reset
#Commands|OtherContextMenus.PropertyBrowser.Commands
#Description|OtherContextMenus.PropertyBrowser.Description
#Start X S L T Debugging|XML.StartXSLTDebugging
#Start X S L T Without Debugging|XML.StartXSLTWithoutDebugging
#Stop X S L T|XML.StopXSLT
#Profile X S L T|XML.ProfileXSLT
Create Schema|XML.CreateSchema
Schemas|XML.Schemas
#Show Start View|XsdDesigner.ShowStartView
#Show Content Model View|XsdDesigner.ShowContentModelView
#Show Graph View|XsdDesigner.ShowGraphView
#Leftto Right|GraphView.LefttoRight
#Rightto Left|GraphView.RighttoLeft
#Topto Bottom|GraphView.ToptoBottom
#Bottomto Top|GraphView.BottomtoTop
#Show Documentation|OtherContextMenus.ContentModelView.ShowDocumentation
#Add Type Definition|OtherContextMenus.GraphView.AddTypeDefinition
#Add Base Type Definition|OtherContextMenus.GraphView.AddBaseTypeDefinition
#Add All References|OtherContextMenus.GraphView.AddAllReferences
#Add All Derived Types|OtherContextMenus.GraphView.AddAllDerivedTypes
#Add All Ancestors|OtherContextMenus.GraphView.AddAllAncestors
#Add Substitution Group Members|OtherContextMenus.GraphView.AddSubstitutionGroupMembers
#Add All Members|OtherContextMenus.GraphView.AddAllMembers
#Go To Base Type|OtherContextMenus.SchemaExplorer.GoToBaseType
#Show All References|OtherContextMenus.SchemaExplorer.ShowAllReferences
#Go To Referenced Element|OtherContextMenus.SchemaExplorer.GoToReferencedElement
#Go To Referenced Attribute|OtherContextMenus.SchemaExplorer.GoToReferencedAttribute
#Go To Referenced Group|OtherContextMenus.SchemaExplorer.GoToReferencedGroup
#Go To Referenced Attribute Group|OtherContextMenus.SchemaExplorer.GoToReferencedAttributeGroup
#Show Most Likely Root Elements|OtherContextMenus.SchemaExplorer.ShowMostLikelyRootElements
#Show All Inbound References|OtherContextMenus.SchemaExplorer.ShowAllInboundReferences
#Show All Outbound References|OtherContextMenus.SchemaExplorer.ShowAllOutboundReferences
#Show Substitution Group Members|OtherContextMenus.SchemaExplorer.ShowSubstitutionGroupMembers
#Show All Derived Types|OtherContextMenus.SchemaExplorer.ShowAllDerivedTypes
#Show All Ancestors|OtherContextMenus.SchemaExplorer.ShowAllAncestors
#Show Global Types|OtherContextMenus.SchemaExplorer.ShowGlobalTypes
#Show Global Elements|OtherContextMenus.SchemaExplorer.ShowGlobalElements
#Showin Content Model View|OtherContextMenus.SchemaExplorer.ShowinContentModelView
#Showin Graph View|OtherContextMenus.SchemaExplorer.ShowinGraphView
#Generate Sample X M L|OtherContextMenus.SchemaExplorer.GenerateSampleXML
#Clear Workspace|OtherContextMenus.GraphView.ClearWorkspace
#Removefrom Workspace|OtherContextMenus.GraphView.RemovefromWorkspace
#Removeallbutselectionfrom Workspace|OtherContextMenus.GraphView.RemoveallbutselectionfromWorkspace
To Upper Case|EditorContextMenus.CodeWindow.WebEssentials.TransformSelection.ToUpperCase
To Lower Case|EditorContextMenus.CodeWindow.WebEssentials.TransformSelection.ToLowerCase
To Title Case|EditorContextMenus.CodeWindow.WebEssentials.TransformSelection.ToTitleCase
Reverse|EditorContextMenus.CodeWindow.WebEssentials.TransformSelection.Reverse
Remove Diacritics|EditorContextMenus.CodeWindow.WebEssentials.TransformSelection.RemoveDiacritics
MD5|EditorContextMenus.CodeWindow.WebEssentials.TransformSelection.MD5
#SH A1|EditorContextMenus.CodeWindow.WebEssentials.TransformSelection.SHA1
#S H A256|EditorContextMenus.CodeWindow.WebEssentials.TransformSelection.SHA256
#S H A384|EditorContextMenus.CodeWindow.WebEssentials.TransformSelection.SHA384
#S H A512|EditorContextMenus.CodeWindow.WebEssentials.TransformSelection.SHA512
H T M L Encode|EditorContextMenus.CodeWindow.WebEssentials.EncodeSelection.HTMLEncode
H T M L Attribute Encode|EditorContextMenus.CodeWindow.WebEssentials.EncodeSelection.HTMLAttributeEncode
H T M L Decode|EditorContextMenus.CodeWindow.WebEssentials.EncodeSelection.HTMLDecode
Java Script String Encode|EditorContextMenus.CodeWindow.WebEssentials.EncodeSelection.JavaScriptStringEncode
U R L Encode|EditorContextMenus.CodeWindow.WebEssentials.EncodeSelection.URLEncode
U R L Path Encode|EditorContextMenus.CodeWindow.WebEssentials.EncodeSelection.URLPathEncode
U R L Decode|EditorContextMenus.CodeWindow.WebEssentials.EncodeSelection.URLDecode
Minify Selection|EditorContextMenus.CodeWindow.WebEssentials.Minifyselection
Select Browsers|EditorContextMenus.CodeWindow.WebEssentials.Selectbrowsers
Remove Duplicate Properties|EditorContextMenus.CodeWindow.WebEssentials.RemoveDuplicateProperties
Add Missing Standard Properties|EditorContextMenus.CodeWindow.WebEssentials.AddMissingStandardProperties
Add Missing Vendor Specifics|EditorContextMenus.CodeWindow.WebEssentials.AddMissingVendorSpecifics
Sort All Properties|EditorContextMenus.CodeWindow.WebEssentials.SortAllProperties
Minify CSS files|ProjectandSolutionContextMenus.Project.WebEssentials.MinifyCSSfiles
Minify Java Scriptfiles|ProjectandSolutionContextMenus.Project.WebEssentials.MinifyJavaScriptfiles
Create CSS bundlefile|ProjectandSolutionContextMenus.Project.WebEssentials.CreateCSSbundlefile
Create Java Scriptbundlefile|ProjectandSolutionContextMenus.Project.WebEssentials.CreateJavaScriptbundlefile
Update all bundles|Build.Updateallbundles
Reminify files|Build.ReminifyallCSSJSfiles
Recompile all LESS files|Build.RecompileallLESSfiles
Recompile all Types Script files|Build.RecompileallTypesScriptfiles
Recompile all Coffee Script files|Build.RecompileallCoffeeScriptfiles
Create solution settings|ProjectandSolutionContextMenus.Project.WebEssentials.Createsolutionsettings
Create color palette|ProjectandSolutionContextMenus.Project.WebEssentials.Createcolorpalette
Create Markdown stylesheet|ProjectandSolutionContextMenus.Project.WebEssentials.CreateMarkdownstylesheet
Diff selected files|ProjectandSolutionContextMenus.Project.WebEssentials.Diffselectedfiles
Run J S Hint|ProjectandSolutionContextMenus.Project.WebEssentials.RunJSHint
Extract to file|EditorContextMenus.CodeWindow.WebEssentials.Extracttofile
Extract to variable|EditorContextMenus.CodeWindow.WebEssentials.Extracttovariable
Extract to mixin|EditorContextMenus.CodeWindow.WebEssentials.Extracttomixin
#Start Listening|Tools.StartListening
#Go To Find Combo|Edit.GoToFindCombo
#Solution Configurations|Build.SolutionConfigurations
#Object Browsing Scope|View.ObjectBrowsingScope
#Solution Platforms|Build.SolutionPlatforms
#U R L|View.URL
#Step By|Debug.StepBy
#Process Combo|Debug.LocationToolbar.ProcessCombo
#Thread Combo|Debug.LocationToolbar.ThreadCombo
#Stack Frame Combo|Debug.LocationToolbar.StackFrameCombo
#T Sql Editor Database Combo|TSqlEditorDatabaseCombo
#View File In Script Panel|ViewFileInScriptPanel
#Debug Type|Debug.DebugType
#Current View|Analyze.CurrentView
#Query Results Max Rows|QueryResultsMaxRows
